2026-04-16 19:24:04,29.52,9.77,59.32,652.4,0.0607,6.07
2026-04-16 19:24:09,22.8,4.05,58.54,662.17,0.0425,6.7
2026-04-16 19:24:14,26.44,4.89,54.83,695.14,0.0219,4.7
2026-04-16 19:24:19,25.16,14.65,53.65,624.8,0.0523,5.67
2026-04-16 19:24:24,25.44,17.79,52.56,610.66,0.0867,4.36
2026-04-16 19:24:29,26.0,6.37,51.93,539.44,0.0311,6.15
2026-04-16 19:24:34,25.08,14.16,55.49,526.85,0.0565,4.74
2026-04-16 19:24:39,22.14,5.17,52.53,607.35,0.0223,5.51
2026-04-16 19:24:44,22.83,20.05,56.32,540.93,0.0556,4.59
2026-04-16 19:24:49,26.28,2.02,57.0,572.88,0.0363,5.38
2026-04-16 19:24:54,26.81,1.23,57.94,622.75,0.0638,6.89
2026-04-16 19:24:59,24.28,13.6,53.32,685.6,0.041,5.54
2026-04-16 19:25:04,19.69,7.25,59.73,613.03,0.0689,5.48
2026-04-16 19:25:09,25.21,6.17,56.28,558.17,0.0753,5.21
2026-04-16 19:25:14,18.24,4.81,59.9,555.26,0.0345,5.13
2026-04-16 19:25:19,21.75,5.31,53.92,563.09,0.0414,4.34
2026-04-16 19:25:24,28.39,18.71,54.72,604.9,0.0649,5.53
2026-04-16 19:25:29,19.28,15.54,50.89,537.52,0.0616,6.04
2026-04-16 19:25:34,22.97,16.61,57.22,649.68,0.0205,5.36
2026-04-16 19:25:39,18.34,14.53,55.72,576.91,0.0358,4.2
2026-04-16 19:25:44,29.44,2.88,59.93,707.86,0.0744,6.94
2026-04-16 19:25:49,20.72,9.46,55.74,510.5,0.0656,4.45
2026-04-16 19:25:54,28.53,0.89,50.77,586.16,0.0762,5.84
2026-04-16 19:25:59,25.13,13.39,56.43,515.91,0.0458,6.61
2026-04-16 19:26:04,20.04,0.37,53.59,628.81,0.0397,4.7
2026-04-16 19:26:09,25.01,19.5,50.92,531.55,0.0696,5.06
2026-04-16 19:26:14,24.49,20.97,55.56,507.4,0.031,6.6
2026-04-16 19:26:19,22.14,6.53,54.22,690.18,0.0218,5.51
2026-04-16 19:26:24,24.78,17.28,58.02,543.79,0.0342,5.55
2026-04-16 19:26:29,22.27,2.55,50.74,680.3,0.0731,5.54
2026-04-16 19:26:34,29.71,12.69,50.4,639.81,0.0715,4.11
2026-04-16 19:26:39,19.96,19.29,58.0,649.3,0.0575,5.68
2026-04-16 19:27:23,18.34,12.55,57.69,673.86,0.0575,5.88
2026-04-16 19:27:28,26.0,15.69,54.23,606.89,0.027,4.16
2026-04-16 19:27:33,24.53,17.77,54.19,622.61,0.0501,5.67
2026-04-16 19:27:38,22.89,2.98,51.14,696.15,0.0421,6.44
2026-04-16 19:27:43,27.96,0.91,55.94,625.64,0.0848,4.39
2026-04-16 19:27:48,22.03,20.44,53.0,658.08,0.0381,4.13
2026-04-16 19:27:53,19.93,13.19,58.28,535.67,0.0811,6.52
2026-04-16 19:27:58,20.31,5.52,56.69,689.52,0.0616,6.16
2026-04-16 19:28:03,22.86,16.13,53.68,594.01,0.079,6.39
2026-04-16 19:28:08,23.97,2.26,58.62,516.69,0.0311,6.52
2026-04-16 19:28:13,29.04,4.95,55.12,630.52,0.0988,6.06
2026-04-16 19:28:18,22.75,11.74,59.11,665.87,0.0697,5.66
2026-04-16 19:28:23,22.97,3.67,55.35,680.12,0.0213,6.46
2026-04-16 19:28:28,20.63,1.08,51.42,561.94,0.0465,6.87
2026-04-16 19:29:49,29.87,3.67,57.14,689.03,0.0686,4.06
2026-04-16 19:29:54,22.79,6.06,51.79,598.1,0.0379,6.95
2026-04-16 19:29:59,21.4,9.76,58.62,599.4,0.0962,6.71
2026-04-16 19:30:04,18.38,10.13,59.34,563.88,0.0524,5.49
2026-04-16 19:30:09,23.94,12.44,50.7,587.67,0.065,5.12
2026-04-16 20:26:17,27.27,7.24,51.85,549.82,0.0847,4.26
2026-04-16 20:26:22,23.35,18.73,52.16,562.45,0.0312,6.18
